Number_of_prior_offenses,Frequency_of_previous_bail_violations,Potential_sentence_length,Age,Existing_debts_or_liabilities,Bail_amount,Severity_of_current_offense,Types_of_prior_offenses,Gender,Employment_status,Marital_status,Financial_stability,Property_ownership,Family_connections,Community_involvement,Stability_of_residence,Previous_compliance_with_court_orders,History_of_bail_conditions_adherence,Attempt_to_Flee
1,2,1,28,53444,25338,High,Non-violent,Male,Self-employed_in_a_freelance_or_contract-based_job,"Single,_never_married",Unstable,Rents,Weak,Inactive,Stable,Compliant,Adherent,No
6,6,6,59,60427,24464,Medium,Violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Married_with_children,Unstable,Rents,Weak,Inactive,Stable,Compliant,Adherent,Yes
5,4,14,25,85980,23911,High,Violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Stable,Owns_Property,Strong,None,Unstable,Non-Compliant,Adherent,Yes
15,0,19,41,36413,9084,Medium,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Stable,Rents,Weak,None,Stable,Non-Compliant,Adherent,Yes
11,8,8,65,11511,48550,High,Non-violent,Male,Self-employed_in_a_freelance_or_contract-based_job,Divorced_and_living_alone,Unstable,Owns_Property,Strong,None,Stable,Compliant,Adherent,Yes
9,7,6,29,94013,45823,Medium,Non-violent,Female,Self-employed_in_a_freelance_or_contract-based_job,Married_with_children,Stable,Owns_Property,Strong,Active,Unstable,Compliant,Adherent,Yes
5,6,7,45,56665,3983,Low,Non-violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Married_with_children,Unstable,No_Property,Weak,Inactive,Stable,Non-Compliant,Non-Adherent,Yes
3,8,5,66,58495,46529,Medium,Non-violent,Female,Self-employed_in_a_freelance_or_contract-based_job,Widowed_and_living_with_family,Unstable,Owns_Property,Strong,Inactive,Stable,Compliant,Adherent,Yes
3,0,3,37,33018,11368,Low,Violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Divorced_and_living_alone,Stable,No_Property,None,Inactive,Stable,Non-Compliant,Adherent,No
2,0,3,32,32735,27806,Medium,Non-violent,Female,Self-employed_in_a_freelance_or_contract-based_job,Married_with_children,Stable,Owns_Property,Strong,Inactive,Stable,Compliant,Adherent,No
16,1,10,25,85812,13369,High,Violent,Female,Self-employed_in_a_freelance_or_contract-based_job,Married_with_children,Unstable,Rents,Weak,Inactive,Stable,Compliant,Adherent,Yes
14,6,8,48,35638,22188,High,Violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Stable,No_Property,Weak,Inactive,Stable,Compliant,Adherent,Yes
9,0,5,74,87042,16967,Low,Non-violent,Female,Self-employed_in_a_freelance_or_contract-based_job,Divorced_and_living_alone,Stable,Owns_Property,None,Inactive,Stable,Compliant,Adherent,No
11,8,9,57,54341,40489,Low,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Stable,No_Property,Weak,None,Unstable,Compliant,Non-Adherent,Yes
1,3,18,43,15024,13492,High,Non-violent,Male,Self-employed_in_a_freelance_or_contract-based_job,Married_with_children,Unstable,Owns_Property,Strong,None,Stable,Compliant,Adherent,No
9,5,1,46,43705,11338,High,Violent,Female,Self-employed_in_a_freelance_or_contract-based_job,Widowed_and_living_with_family,Stable,Owns_Property,Weak,Inactive,Stable,Compliant,Adherent,Yes
11,3,16,67,31473,6112,Low,Non-violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Divorced_and_living_alone,Stable,Rents,Strong,Active,Stable,Compliant,Adherent,Yes
5,6,3,67,58214,23762,Medium,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Unstable,Rents,Weak,Active,Unstable,Compliant,Adherent,Yes
3,3,1,59,74039,8322,High,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Stable,Rents,Strong,None,Stable,Compliant,Adherent,No
2,3,9,57,94211,14621,High,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Unstable,Owns_Property,Weak,Inactive,Stable,Compliant,Adherent,No
6,2,14,52,8087,31150,Medium,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Stable,Owns_Property,Weak,Inactive,Unstable,Compliant,Adherent,No
9,0,17,47,99912,19636,Low,Non-violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Widowed_and_living_with_family,Stable,Owns_Property,Strong,Active,Stable,Non-Compliant,Non-Adherent,Yes
12,6,6,54,29525,40820,Low,Non-violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Married_with_children,Stable,Rents,Weak,Inactive,Stable,Compliant,Adherent,Yes
1,4,11,45,28139,15663,Medium,Non-violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Divorced_and_living_alone,Stable,Owns_Property,Weak,None,Stable,Compliant,Non-Adherent,Yes
16,2,3,40,71497,31360,Low,Non-violent,Male,Self-employed_in_a_freelance_or_contract-based_job,"Single,_never_married",Stable,Rents,Weak,None,Unstable,Compliant,Non-Adherent,Yes
4,1,11,75,67887,39726,High,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Stable,Rents,Strong,Active,Stable,Compliant,Non-Adherent,Yes
15,4,8,64,5049,23851,Low,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Unstable,Rents,Strong,Inactive,Stable,Non-Compliant,Adherent,Yes
19,5,14,57,34270,2089,High,Violent,Male,Self-employed_in_a_freelance_or_contract-based_job,Married_with_children,Stable,No_Property,Strong,Inactive,Unstable,Compliant,Adherent,Yes
9,7,6,65,71193,18274,Medium,Violent,Female,Self-employed_in_a_freelance_or_contract-based_job,Divorced_and_living_alone,Stable,Owns_Property,Strong,Inactive,Unstable,Compliant,Adherent,Yes
3,3,4,27,34093,49008,Low,Non-violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Divorced_and_living_alone,Stable,Owns_Property,Weak,None,Stable,Non-Compliant,Adherent,No
9,0,11,56,41185,5799,Medium,Non-violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Widowed_and_living_with_family,Unstable,Rents,Strong,None,Stable,Compliant,Adherent,No
1,0,13,78,74910,25978,Low,Non-violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Divorced_and_living_alone,Stable,Rents,Strong,Inactive,Stable,Non-Compliant,Non-Adherent,Yes
1,1,15,42,77007,20673,High,Violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Unstable,Rents,Weak,Inactive,Stable,Non-Compliant,Adherent,No
11,9,7,48,36917,35231,Low,Violent,Male,Self-employed_in_a_freelance_or_contract-based_job,Divorced_and_living_alone,Stable,Owns_Property,Strong,None,Stable,Compliant,Adherent,Yes
5,0,19,72,44365,40294,Medium,Non-violent,Female,Self-employed_in_a_freelance_or_contract-based_job,"Single,_never_married",Stable,Owns_Property,None,Inactive,Unstable,Compliant,Adherent,No
5,0,17,45,58598,19162,Low,Violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Unstable,Owns_Property,Strong,Inactive,Unstable,Non-Compliant,Adherent,No
1,0,14,33,51728,41936,High,Non-violent,Male,Self-employed_in_a_freelance_or_contract-based_job,Divorced_and_living_alone,Unstable,Owns_Property,None,Inactive,Unstable,Non-Compliant,Adherent,No
12,4,9,49,19188,39531,High,Violent,Male,Self-employed_in_a_freelance_or_contract-based_job,Divorced_and_living_alone,Unstable,Owns_Property,Strong,Active,Unstable,Compliant,Adherent,Yes
9,1,10,75,24849,16886,Low,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Unstable,No_Property,Strong,Inactive,Unstable,Compliant,Adherent,No
4,2,8,22,92892,21733,Low,Non-violent,Male,Self-employed_in_a_freelance_or_contract-based_job,Married_with_children,Stable,Owns_Property,Strong,Active,Stable,Non-Compliant,Adherent,No
6,4,7,77,19480,23083,Low,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Stable,Owns_Property,Strong,Inactive,Unstable,Compliant,Adherent,Yes
1,1,19,31,84068,28348,Low,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Unstable,Owns_Property,Weak,Active,Unstable,Non-Compliant,Adherent,No
4,8,7,28,75334,28035,Medium,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Unstable,Owns_Property,Strong,Inactive,Stable,Compliant,Adherent,Yes
9,5,4,62,42279,18125,High,Violent,Male,Self-employed_in_a_freelance_or_contract-based_job,"Single,_never_married",Unstable,No_Property,Weak,Active,Unstable,Compliant,Adherent,Yes
3,9,15,37,89354,27998,Low,Non-violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Married_with_children,Unstable,Owns_Property,Strong,Inactive,Stable,Compliant,Adherent,Yes
19,4,1,72,65994,44196,Low,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Stable,No_Property,Strong,Inactive,Stable,Compliant,Adherent,Yes
15,8,7,79,18184,24883,Medium,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Stable,Owns_Property,Strong,Inactive,Unstable,Non-Compliant,Adherent,Yes
8,1,1,67,89384,25958,Low,Non-violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Widowed_and_living_with_family,Stable,Rents,Strong,Inactive,Unstable,Compliant,Adherent,No
2,2,12,45,10558,38108,Low,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Stable,Owns_Property,Strong,Inactive,Unstable,Compliant,Adherent,No
19,1,13,20,3609,43134,High,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Unstable,Owns_Property,Strong,Inactive,Stable,Non-Compliant,Adherent,Yes
6,0,10,55,31398,26645,High,Violent,Male,Self-employed_in_a_freelance_or_contract-based_job,"Single,_never_married",Stable,Rents,Strong,Active,Stable,Compliant,Adherent,No
2,3,10,77,83178,25196,Medium,Non-violent,Male,Self-employed_in_a_freelance_or_contract-based_job,Divorced_and_living_alone,Stable,No_Property,Strong,Active,Stable,Compliant,Adherent,No
11,0,13,73,66435,10689,Low,Non-violent,Female,Self-employed_in_a_freelance_or_contract-based_job,"Single,_never_married",Stable,No_Property,Strong,Inactive,Stable,Compliant,Adherent,Yes
9,8,6,50,96139,3554,High,Violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Widowed_and_living_with_family,Unstable,Rents,Weak,Active,Stable,Compliant,Adherent,Yes
0,3,19,26,6051,28574,Low,Non-violent,Female,Self-employed_in_a_freelance_or_contract-based_job,Widowed_and_living_with_family,Stable,No_Property,Weak,Active,Unstable,Non-Compliant,Adherent,No
2,0,19,70,6639,17373,Low,Non-violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Divorced_and_living_alone,Unstable,Rents,Strong,Active,Stable,Compliant,Adherent,No
11,3,15,76,26075,12003,High,Non-violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Married_with_children,Unstable,Owns_Property,Strong,Inactive,Stable,Compliant,Adherent,Yes
9,2,12,63,38966,23174,Low,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Stable,Rents,Strong,Inactive,Stable,Compliant,Adherent,No
3,2,7,68,70592,33891,Medium,Violent,Female,Self-employed_in_a_freelance_or_contract-based_job,Married_with_children,Unstable,Owns_Property,Strong,Active,Unstable,Compliant,Adherent,No
17,5,17,78,68998,1171,Medium,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Unstable,Rents,Weak,None,Unstable,Non-Compliant,Non-Adherent,Yes
17,4,12,47,63824,23552,High,Non-violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Widowed_and_living_with_family,Unstable,No_Property,None,Active,Stable,Compliant,Non-Adherent,Yes
6,0,15,46,37702,22555,Low,Violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,"Single,_never_married",Unstable,Owns_Property,Weak,Active,Stable,Compliant,Non-Adherent,Yes
2,1,4,47,16523,24591,Low,Non-violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Married_with_children,Stable,No_Property,Strong,Active,Stable,Non-Compliant,Adherent,No
2,4,13,66,30009,8238,Medium,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Stable,Rents,Strong,Inactive,Stable,Non-Compliant,Non-Adherent,Yes
12,4,11,41,4459,10249,Low,Violent,Male,Self-employed_in_a_freelance_or_contract-based_job,Divorced_and_living_alone,Stable,No_Property,Strong,Inactive,Stable,Compliant,Adherent,Yes
9,1,2,25,54887,36603,Medium,Non-violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Divorced_and_living_alone,Unstable,Rents,Strong,Active,Unstable,Compliant,Adherent,No
8,1,14,52,49839,11805,Low,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Unstable,No_Property,Weak,None,Stable,Compliant,Adherent,No
1,1,9,64,60973,2334,Low,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Stable,No_Property,Strong,Active,Stable,Non-Compliant,Adherent,No
9,3,9,64,54847,10837,High,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Unstable,No_Property,Strong,Inactive,Unstable,Non-Compliant,Adherent,Yes
5,3,19,47,74953,41900,Medium,Violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,"Single,_never_married",Stable,Rents,Strong,None,Unstable,Non-Compliant,Adherent,No
1,2,18,20,50373,21808,Low,Violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Divorced_and_living_alone,Stable,Rents,None,Inactive,Stable,Non-Compliant,Adherent,No
11,6,9,53,17691,4718,Low,Non-violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Married_with_children,Unstable,No_Property,Strong,Inactive,Unstable,Non-Compliant,Adherent,Yes
17,5,19,71,67529,44750,Low,Non-violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Married_with_children,Stable,Owns_Property,Strong,Inactive,Unstable,Compliant,Non-Adherent,Yes
3,0,4,22,35499,33497,Low,Violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Widowed_and_living_with_family,Stable,Owns_Property,Strong,Active,Stable,Non-Compliant,Adherent,No
11,7,1,78,30420,4550,Low,Violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Stable,Rents,Strong,Inactive,Stable,Non-Compliant,Non-Adherent,Yes
7,1,15,30,29114,31553,High,Violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Stable,Owns_Property,None,Active,Stable,Non-Compliant,Adherent,No
5,0,16,65,4744,41216,Medium,Violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Stable,Rents,Strong,Active,Unstable,Compliant,Adherent,No
15,0,16,70,91274,31437,Low,Non-violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Married_with_children,Unstable,Rents,Strong,None,Stable,Non-Compliant,Non-Adherent,Yes
14,3,1,53,75763,5730,Low,Non-violent,Male,Self-employed_in_a_freelance_or_contract-based_job,"Single,_never_married",Stable,Rents,Strong,Inactive,Stable,Compliant,Adherent,Yes
18,1,2,51,79731,49615,Medium,Violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Widowed_and_living_with_family,Stable,Rents,None,Inactive,Stable,Non-Compliant,Adherent,Yes
4,1,5,37,5803,4601,Low,Violent,Female,Self-employed_in_a_freelance_or_contract-based_job,Divorced_and_living_alone,Unstable,No_Property,Weak,Inactive,Stable,Non-Compliant,Adherent,No
3,0,1,37,39093,1128,Low,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Unstable,Owns_Property,Strong,None,Stable,Compliant,Adherent,No
8,8,10,21,49852,18621,Low,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Widowed_and_living_with_family,Stable,Rents,Strong,Active,Unstable,Compliant,Non-Adherent,Yes
18,4,8,29,59455,8665,Low,Violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Divorced_and_living_alone,Stable,Rents,None,Active,Stable,Compliant,Adherent,Yes
19,3,13,72,36029,34626,High,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Stable,Owns_Property,Strong,Inactive,Stable,Compliant,Adherent,Yes
5,3,6,70,81803,17060,Low,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Stable,No_Property,Weak,Inactive,Stable,Non-Compliant,Adherent,No
13,6,19,50,36989,27916,High,Non-violent,Male,Unemployed_and_actively_seeking_employment_or_assistance,Married_with_children,Unstable,No_Property,Weak,Active,Unstable,Non-Compliant,Non-Adherent,Yes
7,5,6,71,40342,47740,Low,Non-violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Married_with_children,Stable,Rents,Strong,None,Stable,Compliant,Adherent,Yes
4,1,5,48,76822,6908,Low,Violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Married_with_children,Stable,Rents,Strong,Inactive,Stable,Non-Compliant,Adherent,No
8,1,9,44,94582,14238,Low,Non-violent,Male,Self-employed_in_a_freelance_or_contract-based_job,Widowed_and_living_with_family,Stable,Owns_Property,Strong,Inactive,Stable,Non-Compliant,Adherent,No
2,4,11,39,62205,11586,Medium,Violent,Female,Unemployed_and_actively_seeking_employment_or_assistance,Widowed_and_living_with_family,Stable,Owns_Property,Weak,None,Stable,Compliant,Adherent,Yes
2,9,14,59,73558,16412,Medium,Non-violent,Female,Self-employed_in_a_freelance_or_contract-based_job,"Single,_never_married",Stable,Rents,Weak,Active,Stable,Compliant,Adherent,Yes
19,2,18,68,86075,29069,High,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Unstable,Rents,None,Active,Unstable,Compliant,Adherent,Yes
6,6,19,64,40508,17411,Medium,Non-violent,Male,Currently_employed_in_a_stable_job_with_a_regular_income,Married_with_children,Unstable,Rents,Strong,Active,Unstable,Compliant,Non-Adherent,Yes
2,0,8,39,79606,15639,Low,Non-violent,Female,Currently_employed_in_a_stable_job_with_a_regular_income,"Single,_never_married",Stable,Rents,Strong,Inactive,Stable,Compliant,Non-Adherent,Yes
